Pipe_ID,Start_Node,End_Node,Diameter,Length,Material
P_building_s2_7_4_6,junction_third_s2_7_4_6,Building_4987,0.09,199,PVC
P_building_s2_7_4_7,junction_third_s2_7_4_7,Building_4988,0.09,194,PVC
P_building_s2_7_4_8,junction_third_s2_7_4_8,Building_4989,0.09,234,PVC
P_building_s2_7_4_9,junction_third_s2_7_4_9,Building_4990,0.08,180,PVC
P_building_s2_7_4_10,junction_third_s2_7_4_10,Building_4991,0.08,299,PVC
P_building_s2_7_4_11,junction_third_s2_7_4_11,Building_4992,0.08,276,PVC
P_building_s2_7_4_12,junction_third_s2_7_4_12,Building_4993,0.09,278,PVC
P_building_s2_7_4_13,junction_third_s2_7_4_13,Building_4994,0.09,165,PVC
P_building_s2_7_4_14,junction_third_s2_7_4_14,Building_4995,0.08,123,PVC
P_building_s2_7_4_15,junction_third_s2_7_4_15,Building_4996,0.08,218,PVC
P_building_s2_7_4_16,junction_third_s2_7_4_16,Building_4997,0.09,185,PVC
P_building_s2_7_4_17,junction_third_s2_7_4_17,Building_4998,0.09,267,PVC
P_building_s2_7_4_18,junction_third_s2_7_4_18,Building_4999,0.09,261,PVC
P_building_s2_7_4_19,junction_third_s2_7_4_19,Building_5000,0.08,136,PVC
P_building_s2_7_4_20,junction_third_s2_7_4_20,Building_5001,0.09,184,PVC
P_building_s2_7_4_21,junction_third_s2_7_4_21,Building_5002,0.1,256,PVC
P_building_s2_7_4_22,junction_third_s2_7_4_22,Building_5003,0.08,155,PVC
P_building_s2_7_4_23,junction_third_s2_7_4_23,Building_5004,0.08,223,PVC
P_third_s2_7_5,junction_second_s2_7_5,junction_third_s2_7_5,0.11,464,PVC
P_building_s2_7_5_1,junction_third_s2_7_5_1,Building_5005,0.09,259,PVC
P_building_s2_7_5_2,junction_third_s2_7_5_2,Building_5006,0.09,136,PVC
P_building_s2_7_5_3,junction_third_s2_7_5_3,Building_5007,0.1,151,PVC
P_building_s2_7_5_4,junction_third_s2_7_5_4,Building_5008,0.09,216,PVC
P_building_s2_7_5_5,junction_third_s2_7_5_5,Building_5009,0.09,209,PVC
P_building_s2_7_5_6,junction_third_s2_7_5_6,Building_5010,0.09,212,PVC
P_building_s2_7_5_7,junction_third_s2_7_5_7,Building_5011,0.08,196,PVC
P_building_s2_7_5_8,junction_third_s2_7_5_8,Building_5012,0.09,267,PVC
P_building_s2_7_5_9,junction_third_s2_7_5_9,Building_5013,0.08,278,PVC
P_building_s2_7_5_10,junction_third_s2_7_5_10,Building_5014,0.1,130,PVC
P_building_s2_7_5_11,junction_third_s2_7_5_11,Building_5015,0.09,156,PVC
P_building_s2_7_5_12,junction_third_s2_7_5_12,Building_5016,0.09,267,PVC
P_building_s2_7_5_13,junction_third_s2_7_5_13,Building_5017,0.08,193,PVC
P_building_s2_7_5_14,junction_third_s2_7_5_14,Building_5018,0.1,205,PVC
P_building_s2_7_5_15,junction_third_s2_7_5_15,Building_5019,0.09,139,PVC
P_building_s2_7_5_16,junction_third_s2_7_5_16,Building_5020,0.1,288,PVC
P_building_s2_7_5_17,junction_third_s2_7_5_17,Building_5021,0.09,267,PVC
P_building_s2_7_5_18,junction_third_s2_7_5_18,Building_5022,0.09,285,PVC
P_building_s2_7_5_19,junction_third_s2_7_5_19,Building_5023,0.09,158,PVC
P_building_s2_7_5_20,junction_third_s2_7_5_20,Building_5024,0.09,299,PVC
P_building_s2_7_5_21,junction_third_s2_7_5_21,Building_5025,0.08,137,PVC
P_building_s2_7_5_22,junction_third_s2_7_5_22,Building_5026,0.1,276,PVC
P_building_s2_7_5_23,junction_third_s2_7_5_23,Building_5027,0.1,242,PVC
P_building_s2_7_5_24,junction_third_s2_7_5_24,Building_5028,0.09,284,PVC
P_third_s2_7_6,junction_second_s2_7_6,junction_third_s2_7_6,0.11,332,PVC
P_building_s2_7_6_1,junction_third_s2_7_6_1,Building_5029,0.09,254,PVC
P_building_s2_7_6_2,junction_third_s2_7_6_2,Building_5030,0.09,206,PVC
P_building_s2_7_6_3,junction_third_s2_7_6_3,Building_5031,0.1,208,PVC
P_building_s2_7_6_4,junction_third_s2_7_6_4,Building_5032,0.1,141,PVC
P_building_s2_7_6_5,junction_third_s2_7_6_5,Building_5033,0.09,259,PVC
P_building_s2_7_6_6,junction_third_s2_7_6_6,Building_5034,0.09,193,PVC
P_building_s2_7_6_7,junction_third_s2_7_6_7,Building_5035,0.1,227,PVC
P_building_s2_7_6_8,junction_third_s2_7_6_8,Building_5036,0.09,180,PVC
P_third_s2_7_7,junction_second_s2_7_7,junction_third_s2_7_7,0.14,453,PVC
P_building_s2_7_7_1,junction_third_s2_7_7_1,Building_5037,0.08,162,PVC
P_building_s2_7_7_2,junction_third_s2_7_7_2,Building_5038,0.09,287,PVC
P_building_s2_7_7_3,junction_third_s2_7_7_3,Building_5039,0.1,107,PVC
P_building_s2_7_7_4,junction_third_s2_7_7_4,Building_5040,0.1,284,PVC
P_building_s2_7_7_5,junction_third_s2_7_7_5,Building_5041,0.09,117,PVC
P_building_s2_7_7_6,junction_third_s2_7_7_6,Building_5042,0.09,140,PVC
P_building_s2_7_7_7,junction_third_s2_7_7_7,Building_5043,0.08,217,PVC
P_building_s2_7_7_8,junction_third_s2_7_7_8,Building_5044,0.09,173,PVC
P_building_s2_7_7_9,junction_third_s2_7_7_9,Building_5045,0.08,284,PVC
P_building_s2_7_7_10,junction_third_s2_7_7_10,Building_5046,0.09,194,PVC
P_building_s2_7_7_11,junction_third_s2_7_7_11,Building_5047,0.08,133,PVC
P_building_s2_7_7_12,junction_third_s2_7_7_12,Building_5048,0.09,194,PVC
P_building_s2_7_7_13,junction_third_s2_7_7_13,Building_5049,0.09,238,PVC
P_building_s2_7_7_14,junction_third_s2_7_7_14,Building_5050,0.09,226,PVC
P_building_s2_7_7_15,junction_third_s2_7_7_15,Building_5051,0.09,126,PVC
P_building_s2_7_7_16,junction_third_s2_7_7_16,Building_5052,0.1,151,PVC
P_building_s2_7_7_17,junction_third_s2_7_7_17,Building_5053,0.1,222,PVC
P_building_s2_7_7_18,junction_third_s2_7_7_18,Building_5054,0.08,185,PVC
P_building_s2_7_7_19,junction_third_s2_7_7_19,Building_5055,0.09,191,PVC
P_building_s2_7_7_20,junction_third_s2_7_7_20,Building_5056,0.09,164,PVC
P_third_s2_7_8,junction_second_s2_7_8,junction_third_s2_7_8,0.15,361,PVC
P_building_s2_7_8_1,junction_third_s2_7_8_1,Building_5057,0.08,227,PVC
P_building_s2_7_8_2,junction_third_s2_7_8_2,Building_5058,0.09,193,PVC
P_building_s2_7_8_3,junction_third_s2_7_8_3,Building_5059,0.09,102,PVC
P_building_s2_7_8_4,junction_third_s2_7_8_4,Building_5060,0.09,201,PVC
P_building_s2_7_8_5,junction_third_s2_7_8_5,Building_5061,0.1,285,PVC
P_building_s2_7_8_6,junction_third_s2_7_8_6,Building_5062,0.1,207,PVC
P_building_s2_7_8_7,junction_third_s2_7_8_7,Building_5063,0.1,255,PVC
P_building_s2_7_8_8,junction_third_s2_7_8_8,Building_5064,0.09,160,PVC
P_building_s2_7_8_9,junction_third_s2_7_8_9,Building_5065,0.1,116,PVC
P_building_s2_7_8_10,junction_third_s2_7_8_10,Building_5066,0.1,141,PVC
P_third_s2_7_9,junction_second_s2_7_9,junction_third_s2_7_9,0.11,380,PVC
P_building_s2_7_9_1,junction_third_s2_7_9_1,Building_5067,0.1,293,PVC
P_building_s2_7_9_2,junction_third_s2_7_9_2,Building_5068,0.1,298,PVC
P_building_s2_7_9_3,junction_third_s2_7_9_3,Building_5069,0.09,132,PVC
P_building_s2_7_9_4,junction_third_s2_7_9_4,Building_5070,0.09,244,PVC
P_building_s2_7_9_5,junction_third_s2_7_9_5,Building_5071,0.1,273,PVC
P_building_s2_7_9_6,junction_third_s2_7_9_6,Building_5072,0.09,190,PVC
P_building_s2_7_9_7,junction_third_s2_7_9_7,Building_5073,0.08,254,PVC
P_building_s2_7_9_8,junction_third_s2_7_9_8,Building_5074,0.09,247,PVC
P_third_s2_7_10,junction_second_s2_7_10,junction_third_s2_7_10,0.12,371,PVC
P_building_s2_7_10_1,junction_third_s2_7_10_1,Building_5075,0.09,139,PVC
P_building_s2_7_10_2,junction_third_s2_7_10_2,Building_5076,0.09,135,PVC
P_building_s2_7_10_3,junction_third_s2_7_10_3,Building_5077,0.1,181,PVC
P_building_s2_7_10_4,junction_third_s2_7_10_4,Building_5078,0.09,202,PVC
P_building_s2_7_10_5,junction_third_s2_7_10_5,Building_5079,0.09,119,PVC
P_building_s2_7_10_6,junction_third_s2_7_10_6,Building_5080,0.09,126,PVC
P_building_s2_7_10_7,junction_third_s2_7_10_7,Building_5081,0.09,104,PVC
P_building_s2_7_10_8,junction_third_s2_7_10_8,Building_5082,0.09,103,PVC
P_building_s2_7_10_9,junction_third_s2_7_10_9,Building_5083,0.1,183,PVC
P_building_s2_7_10_10,junction_third_s2_7_10_10,Building_5084,0.1,257,PVC
P_third_s2_7_11,junction_second_s2_7_11,junction_third_s2_7_11,0.11,460,PVC
P_building_s2_7_11_1,junction_third_s2_7_11_1,Building_5085,0.1,122,PVC
P_building_s2_7_11_2,junction_third_s2_7_11_2,Building_5086,0.09,131,PVC
P_building_s2_7_11_3,junction_third_s2_7_11_3,Building_5087,0.09,106,PVC
P_building_s2_7_11_4,junction_third_s2_7_11_4,Building_5088,0.09,140,PVC
P_building_s2_7_11_5,junction_third_s2_7_11_5,Building_5089,0.09,167,PVC
P_building_s2_7_11_6,junction_third_s2_7_11_6,Building_5090,0.09,290,PVC
P_building_s2_7_11_7,junction_third_s2_7_11_7,Building_5091,0.08,125,PVC
P_building_s2_7_11_8,junction_third_s2_7_11_8,Building_5092,0.09,154,PVC
P_building_s2_7_11_9,junction_third_s2_7_11_9,Building_5093,0.08,205,PVC
P_building_s2_7_11_10,junction_third_s2_7_11_10,Building_5094,0.08,210,PVC
P_building_s2_7_11_11,junction_third_s2_7_11_11,Building_5095,0.08,252,PVC
P_building_s2_7_11_12,junction_third_s2_7_11_12,Building_5096,0.09,130,PVC
P_building_s2_7_11_13,junction_third_s2_7_11_13,Building_5097,0.09,278,PVC
P_building_s2_7_11_14,junction_third_s2_7_11_14,Building_5098,0.08,251,PVC
P_building_s2_7_11_15,junction_third_s2_7_11_15,Building_5099,0.09,190,PVC
P_building_s2_7_11_16,junction_third_s2_7_11_16,Building_5100,0.09,258,PVC
P_building_s2_7_11_17,junction_third_s2_7_11_17,Building_5101,0.08,299,PVC
P_building_s2_7_11_18,junction_third_s2_7_11_18,Building_5102,0.09,270,PVC
P_building_s2_7_11_19,junction_third_s2_7_11_19,Building_5103,0.08,119,PVC
P_building_s2_7_11_20,junction_third_s2_7_11_20,Building_5104,0.09,160,PVC
P_building_s2_7_11_21,junction_third_s2_7_11_21,Building_5105,0.09,133,PVC
P_building_s2_7_11_22,junction_third_s2_7_11_22,Building_5106,0.08,230,PVC
P_third_s2_7_12,junction_second_s2_7_12,junction_third_s2_7_12,0.14,379,PVC
P_building_s2_7_12_1,junction_third_s2_7_12_1,Building_5107,0.09,170,PVC
P_building_s2_7_12_2,junction_third_s2_7_12_2,Building_5108,0.09,151,PVC
P_building_s2_7_12_3,junction_third_s2_7_12_3,Building_5109,0.1,117,PVC
P_building_s2_7_12_4,junction_third_s2_7_12_4,Building_5110,0.09,290,PVC
P_building_s2_7_12_5,junction_third_s2_7_12_5,Building_5111,0.08,288,PVC
P_building_s2_7_12_6,junction_third_s2_7_12_6,Building_5112,0.09,287,PVC
P_secondary_s2_8,junction_main_s2_8,junction_second_s2_8,0.19,780,Steel
P_third_s2_8_1,junction_second_s2_8_1,junction_third_s2_8_1,0.13,330,PVC
P_building_s2_8_1_1,junction_third_s2_8_1_1,Building_5113,0.09,112,PVC
P_building_s2_8_1_2,junction_third_s2_8_1_2,Building_5114,0.09,114,PVC
P_building_s2_8_1_3,junction_third_s2_8_1_3,Building_5115,0.08,106,PVC
P_building_s2_8_1_4,junction_third_s2_8_1_4,Building_5116,0.08,285,PVC
P_building_s2_8_1_5,junction_third_s2_8_1_5,Building_5117,0.08,270,PVC
P_building_s2_8_1_6,junction_third_s2_8_1_6,Building_5118,0.09,162,PVC
P_building_s2_8_1_7,junction_third_s2_8_1_7,Building_5119,0.1,250,PVC
P_building_s2_8_1_8,junction_third_s2_8_1_8,Building_5120,0.09,264,PVC
P_building_s2_8_1_9,junction_third_s2_8_1_9,Building_5121,0.09,271,PVC
P_building_s2_8_1_10,junction_third_s2_8_1_10,Building_5122,0.08,266,PVC
P_building_s2_8_1_11,junction_third_s2_8_1_11,Building_5123,0.08,131,PVC
P_building_s2_8_1_12,junction_third_s2_8_1_12,Building_5124,0.09,119,PVC
P_building_s2_8_1_13,junction_third_s2_8_1_13,Building_5125,0.09,228,PVC
P_building_s2_8_1_14,junction_third_s2_8_1_14,Building_5126,0.1,161,PVC
P_building_s2_8_1_15,junction_third_s2_8_1_15,Building_5127,0.09,231,PVC
P_building_s2_8_1_16,junction_third_s2_8_1_16,Building_5128,0.08,299,PVC
P_building_s2_8_1_17,junction_third_s2_8_1_17,Building_5129,0.08,179,PVC
P_building_s2_8_1_18,junction_third_s2_8_1_18,Building_5130,0.09,230,PVC
P_building_s2_8_1_19,junction_third_s2_8_1_19,Building_5131,0.08,119,PVC
P_building_s2_8_1_20,junction_third_s2_8_1_20,Building_5132,0.08,169,PVC
P_building_s2_8_1_21,junction_third_s2_8_1_21,Building_5133,0.1,238,PVC
P_building_s2_8_1_22,junction_third_s2_8_1_22,Building_5134,0.08,149,PVC
P_third_s2_8_2,junction_second_s2_8_2,junction_third_s2_8_2,0.14,366,PVC
P_building_s2_8_2_1,junction_third_s2_8_2_1,Building_5135,0.09,139,PVC
P_building_s2_8_2_2,junction_third_s2_8_2_2,Building_5136,0.08,225,PVC
P_building_s2_8_2_3,junction_third_s2_8_2_3,Building_5137,0.1,159,PVC
P_building_s2_8_2_4,junction_third_s2_8_2_4,Building_5138,0.08,182,PVC
P_building_s2_8_2_5,junction_third_s2_8_2_5,Building_5139,0.09,162,PVC
P_building_s2_8_2_6,junction_third_s2_8_2_6,Building_5140,0.09,165,PVC
P_building_s2_8_2_7,junction_third_s2_8_2_7,Building_5141,0.09,276,PVC
P_building_s2_8_2_8,junction_third_s2_8_2_8,Building_5142,0.08,290,PVC
P_building_s2_8_2_9,junction_third_s2_8_2_9,Building_5143,0.09,293,PVC
P_building_s2_8_2_10,junction_third_s2_8_2_10,Building_5144,0.1,160,PVC
P_building_s2_8_2_11,junction_third_s2_8_2_11,Building_5145,0.09,220,PVC
P_building_s2_8_2_12,junction_third_s2_8_2_12,Building_5146,0.09,228,PVC
P_building_s2_8_2_13,junction_third_s2_8_2_13,Building_5147,0.1,285,PVC
P_building_s2_8_2_14,junction_third_s2_8_2_14,Building_5148,0.09,169,PVC
P_building_s2_8_2_15,junction_third_s2_8_2_15,Building_5149,0.08,279,PVC
P_building_s2_8_2_16,junction_third_s2_8_2_16,Building_5150,0.09,283,PVC
P_building_s2_8_2_17,junction_third_s2_8_2_17,Building_5151,0.09,208,PVC
P_building_s2_8_2_18,junction_third_s2_8_2_18,Building_5152,0.1,244,PVC
P_building_s2_8_2_19,junction_third_s2_8_2_19,Building_5153,0.09,130,PVC
P_building_s2_8_2_20,junction_third_s2_8_2_20,Building_5154,0.08,258,PVC
P_building_s2_8_2_21,junction_third_s2_8_2_21,Building_5155,0.09,212,PVC
P_building_s2_8_2_22,junction_third_s2_8_2_22,Building_5156,0.08,261,PVC
P_building_s2_8_2_23,junction_third_s2_8_2_23,Building_5157,0.09,262,PVC
P_building_s2_8_2_24,junction_third_s2_8_2_24,Building_5158,0.08,128,PVC
P_building_s2_8_2_25,junction_third_s2_8_2_25,Building_5159,0.09,164,PVC
P_third_s2_8_3,junction_second_s2_8_3,junction_third_s2_8_3,0.13,424,PVC
P_building_s2_8_3_1,junction_third_s2_8_3_1,Building_5160,0.09,148,PVC
P_building_s2_8_3_2,junction_third_s2_8_3_2,Building_5161,0.08,130,PVC
P_building_s2_8_3_3,junction_third_s2_8_3_3,Building_5162,0.08,185,PVC
P_building_s2_8_3_4,junction_third_s2_8_3_4,Building_5163,0.09,129,PVC
P_building_s2_8_3_5,junction_third_s2_8_3_5,Building_5164,0.1,137,PVC
P_building_s2_8_3_6,junction_third_s2_8_3_6,Building_5165,0.1,209,PVC
P_building_s2_8_3_7,junction_third_s2_8_3_7,Building_5166,0.08,122,PVC
P_building_s2_8_3_8,junction_third_s2_8_3_8,Building_5167,0.09,143,PVC
P_building_s2_8_3_9,junction_third_s2_8_3_9,Building_5168,0.09,295,PVC
P_building_s2_8_3_10,junction_third_s2_8_3_10,Building_5169,0.08,250,PVC
P_building_s2_8_3_11,junction_third_s2_8_3_11,Building_5170,0.08,228,PVC
P_building_s2_8_3_12,junction_third_s2_8_3_12,Building_5171,0.1,217,PVC
P_building_s2_8_3_13,junction_third_s2_8_3_13,Building_5172,0.09,234,PVC
P_building_s2_8_3_14,junction_third_s2_8_3_14,Building_5173,0.09,143,PVC
P_building_s2_8_3_15,junction_third_s2_8_3_15,Building_5174,0.09,253,PVC
P_third_s2_8_4,junction_second_s2_8_4,junction_third_s2_8_4,0.14,454,PVC
P_building_s2_8_4_1,junction_third_s2_8_4_1,Building_5175,0.09,204,PVC
P_building_s2_8_4_2,junction_third_s2_8_4_2,Building_5176,0.09,264,PVC
P_building_s2_8_4_3,junction_third_s2_8_4_3,Building_5177,0.1,229,PVC
P_building_s2_8_4_4,junction_third_s2_8_4_4,Building_5178,0.09,202,PVC
P_building_s2_8_4_5,junction_third_s2_8_4_5,Building_5179,0.1,233,PVC
P_building_s2_8_4_6,junction_third_s2_8_4_6,Building_5180,0.08,144,PVC
P_building_s2_8_4_7,junction_third_s2_8_4_7,Building_5181,0.09,256,PVC
P_building_s2_8_4_8,junction_third_s2_8_4_8,Building_5182,0.1,140,PVC
P_building_s2_8_4_9,junction_third_s2_8_4_9,Building_5183,0.09,149,PVC
P_building_s2_8_4_10,junction_third_s2_8_4_10,Building_5184,0.09,118,PVC
P_building_s2_8_4_11,junction_third_s2_8_4_11,Building_5185,0.09,300,PVC
P_building_s2_8_4_12,junction_third_s2_8_4_12,Building_5186,0.1,257,PVC
P_building_s2_8_4_13,junction_third_s2_8_4_13,Building_5187,0.09,193,PVC
P_building_s2_8_4_14,junction_third_s2_8_4_14,Building_5188,0.08,166,PVC
P_building_s2_8_4_15,junction_third_s2_8_4_15,Building_5189,0.09,244,PVC
P_building_s2_8_4_16,junction_third_s2_8_4_16,Building_5190,0.08,164,PVC
P_building_s2_8_4_17,junction_third_s2_8_4_17,Building_5191,0.09,169,PVC
P_building_s2_8_4_18,junction_third_s2_8_4_18,Building_5192,0.08,290,PVC
P_building_s2_8_4_19,junction_third_s2_8_4_19,Building_5193,0.09,261,PVC
P_building_s2_8_4_20,junction_third_s2_8_4_20,Building_5194,0.1,123,PVC
P_building_s2_8_4_21,junction_third_s2_8_4_21,Building_5195,0.09,273,PVC
P_third_s2_8_5,junction_second_s2_8_5,junction_third_s2_8_5,0.14,448,PVC
P_building_s2_8_5_1,junction_third_s2_8_5_1,Building_5196,0.08,156,PVC
P_building_s2_8_5_2,junction_third_s2_8_5_2,Building_5197,0.09,247,PVC
P_building_s2_8_5_3,junction_third_s2_8_5_3,Building_5198,0.09,193,PVC
P_building_s2_8_5_4,junction_third_s2_8_5_4,Building_5199,0.09,129,PVC
P_building_s2_8_5_5,junction_third_s2_8_5_5,Building_5200,0.09,132,PVC
P_building_s2_8_5_6,junction_third_s2_8_5_6,Building_5201,0.09,153,PVC
P_building_s2_8_5_7,junction_third_s2_8_5_7,Building_5202,0.09,224,PVC
P_building_s2_8_5_8,junction_third_s2_8_5_8,Building_5203,0.09,275,PVC
P_building_s2_8_5_9,junction_third_s2_8_5_9,Building_5204,0.08,127,PVC
P_building_s2_8_5_10,junction_third_s2_8_5_10,Building_5205,0.09,239,PVC
P_building_s2_8_5_11,junction_third_s2_8_5_11,Building_5206,0.08,272,PVC
P_building_s2_8_5_12,junction_third_s2_8_5_12,Building_5207,0.1,249,PVC
P_building_s2_8_5_13,junction_third_s2_8_5_13,Building_5208,0.08,133,PVC
P_building_s2_8_5_14,junction_third_s2_8_5_14,Building_5209,0.08,296,PVC
P_building_s2_8_5_15,junction_third_s2_8_5_15,Building_5210,0.1,229,PVC
P_building_s2_8_5_16,junction_third_s2_8_5_16,Building_5211,0.08,264,PVC
P_building_s2_8_5_17,junction_third_s2_8_5_17,Building_5212,0.1,115,PVC
P_building_s2_8_5_18,junction_third_s2_8_5_18,Building_5213,0.08,236,PVC
P_building_s2_8_5_19,junction_third_s2_8_5_19,Building_5214,0.1,224,PVC
P_building_s2_8_5_20,junction_third_s2_8_5_20,Building_5215,0.1,264,PVC
P_building_s2_8_5_21,junction_third_s2_8_5_21,Building_5216,0.08,292,PVC
P_building_s2_8_5_22,junction_third_s2_8_5_22,Building_5217,0.09,241,PVC
P_third_s2_8_6,junction_second_s2_8_6,junction_third_s2_8_6,0.11,409,PVC
P_building_s2_8_6_1,junction_third_s2_8_6_1,Building_5218,0.08,213,PVC
P_building_s2_8_6_2,junction_third_s2_8_6_2,Building_5219,0.1,139,PVC
P_building_s2_8_6_3,junction_third_s2_8_6_3,Building_5220,0.09,158,PVC
P_building_s2_8_6_4,junction_third_s2_8_6_4,Building_5221,0.1,224,PVC
P_building_s2_8_6_5,junction_third_s2_8_6_5,Building_5222,0.09,257,PVC
P_building_s2_8_6_6,junction_third_s2_8_6_6,Building_5223,0.1,202,PVC
P_building_s2_8_6_7,junction_third_s2_8_6_7,Building_5224,0.09,173,PVC
P_building_s2_8_6_8,junction_third_s2_8_6_8,Building_5225,0.09,164,PVC
P_building_s2_8_6_9,junction_third_s2_8_6_9,Building_5226,0.08,103,PVC
P_building_s2_8_6_10,junction_third_s2_8_6_10,Building_5227,0.08,149,PVC
P_building_s2_8_6_11,junction_third_s2_8_6_11,Building_5228,0.09,248,PVC
P_building_s2_8_6_12,junction_third_s2_8_6_12,Building_5229,0.09,222,PVC
P_third_s2_8_7,junction_second_s2_8_7,junction_third_s2_8_7,0.15,462,PVC
P_building_s2_8_7_1,junction_third_s2_8_7_1,Building_5230,0.1,258,PVC
P_building_s2_8_7_2,junction_third_s2_8_7_2,Building_5231,0.1,144,PVC
P_building_s2_8_7_3,junction_third_s2_8_7_3,Building_5232,0.09,126,PVC
P_building_s2_8_7_4,junction_third_s2_8_7_4,Building_5233,0.1,267,PVC
P_building_s2_8_7_5,junction_third_s2_8_7_5,Building_5234,0.09,208,PVC
P_building_s2_8_7_6,junction_third_s2_8_7_6,Building_5235,0.1,294,PVC
P_building_s2_8_7_7,junction_third_s2_8_7_7,Building_5236,0.09,193,PVC
P_building_s2_8_7_8,junction_third_s2_8_7_8,Building_5237,0.09,166,PVC
P_building_s2_8_7_9,junction_third_s2_8_7_9,Building_5238,0.1,119,PVC
P_building_s2_8_7_10,junction_third_s2_8_7_10,Building_5239,0.09,185,PVC
P_building_s2_8_7_11,junction_third_s2_8_7_11,Building_5240,0.09,292,PVC
P_building_s2_8_7_12,junction_third_s2_8_7_12,Building_5241,0.08,277,PVC
P_building_s2_8_7_13,junction_third_s2_8_7_13,Building_5242,0.09,139,PVC
P_building_s2_8_7_14,junction_third_s2_8_7_14,Building_5243,0.1,238,PVC
P_building_s2_8_7_15,junction_third_s2_8_7_15,Building_5244,0.09,295,PVC
P_building_s2_8_7_16,junction_third_s2_8_7_16,Building_5245,0.09,100,PVC
P_building_s2_8_7_17,junction_third_s2_8_7_17,Building_5246,0.1,148,PVC
P_building_s2_8_7_18,junction_third_s2_8_7_18,Building_5247,0.09,241,PVC
P_building_s2_8_7_19,junction_third_s2_8_7_19,Building_5248,0.09,128,PVC
P_building_s2_8_7_20,junction_third_s2_8_7_20,Building_5249,0.1,252,PVC
P_building_s2_8_7_21,junction_third_s2_8_7_21,Building_5250,0.1,295,PVC
P_building_s2_8_7_22,junction_third_s2_8_7_22,Building_5251,0.09,280,PVC
P_building_s2_8_7_23,junction_third_s2_8_7_23,Building_5252,0.08,230,PVC
P_building_s2_8_7_24,junction_third_s2_8_7_24,Building_5253,0.08,123,PVC
P_third_s2_8_8,junction_second_s2_8_8,junction_third_s2_8_8,0.14,344,PVC
P_building_s2_8_8_1,junction_third_s2_8_8_1,Building_5254,0.09,233,PVC
P_building_s2_8_8_2,junction_third_s2_8_8_2,Building_5255,0.08,278,PVC
P_building_s2_8_8_3,junction_third_s2_8_8_3,Building_5256,0.1,182,PVC
P_building_s2_8_8_4,junction_third_s2_8_8_4,Building_5257,0.09,202,PVC
P_building_s2_8_8_5,junction_third_s2_8_8_5,Building_5258,0.09,158,PVC
P_building_s2_8_8_6,junction_third_s2_8_8_6,Building_5259,0.09,287,PVC
P_building_s2_8_8_7,junction_third_s2_8_8_7,Building_5260,0.08,261,PVC
P_building_s2_8_8_8,junction_third_s2_8_8_8,Building_5261,0.09,178,PVC
P_building_s2_8_8_9,junction_third_s2_8_8_9,Building_5262,0.08,265,PVC
P_building_s2_8_8_10,junction_third_s2_8_8_10,Building_5263,0.09,163,PVC
P_building_s2_8_8_11,junction_third_s2_8_8_11,Building_5264,0.09,151,PVC
P_building_s2_8_8_12,junction_third_s2_8_8_12,Building_5265,0.09,219,PVC
P_building_s2_8_8_13,junction_third_s2_8_8_13,Building_5266,0.08,110,PVC
P_building_s2_8_8_14,junction_third_s2_8_8_14,Building_5267,0.09,121,PVC
P_building_s2_8_8_15,junction_third_s2_8_8_15,Building_5268,0.09,157,PVC
P_building_s2_8_8_16,junction_third_s2_8_8_16,Building_5269,0.1,144,PVC
P_building_s2_8_8_17,junction_third_s2_8_8_17,Building_5270,0.08,219,PVC
P_secondary_s2_9,junction_main_s2_9,junction_second_s2_9,0.2,578,Steel
P_third_s2_9_1,junction_second_s2_9_1,junction_third_s2_9_1,0.12,352,PVC
P_building_s2_9_1_1,junction_third_s2_9_1_1,Building_5271,0.1,144,PVC
P_building_s2_9_1_2,junction_third_s2_9_1_2,Building_5272,0.09,167,PVC
P_building_s2_9_1_3,junction_third_s2_9_1_3,Building_5273,0.08,298,PVC
P_building_s2_9_1_4,junction_third_s2_9_1_4,Building_5274,0.08,256,PVC
P_third_s2_9_2,junction_second_s2_9_2,junction_third_s2_9_2,0.14,310,PVC
P_building_s2_9_2_1,junction_third_s2_9_2_1,Building_5275,0.08,282,PVC
P_building_s2_9_2_2,junction_third_s2_9_2_2,Building_5276,0.09,105,PVC
P_building_s2_9_2_3,junction_third_s2_9_2_3,Building_5277,0.09,250,PVC
P_building_s2_9_2_4,junction_third_s2_9_2_4,Building_5278,0.09,293,PVC
P_building_s2_9_2_5,junction_third_s2_9_2_5,Building_5279,0.09,197,PVC
P_third_s2_9_3,junction_second_s2_9_3,junction_third_s2_9_3,0.13,428,PVC
P_building_s2_9_3_1,junction_third_s2_9_3_1,Building_5280,0.09,171,PVC
P_building_s2_9_3_2,junction_third_s2_9_3_2,Building_5281,0.09,165,PVC
P_building_s2_9_3_3,junction_third_s2_9_3_3,Building_5282,0.09,138,PVC
P_building_s2_9_3_4,junction_third_s2_9_3_4,Building_5283,0.09,249,PVC
P_building_s2_9_3_5,junction_third_s2_9_3_5,Building_5284,0.08,177,PVC
P_building_s2_9_3_6,junction_third_s2_9_3_6,Building_5285,0.09,216,PVC
P_building_s2_9_3_7,junction_third_s2_9_3_7,Building_5286,0.08,224,PVC
P_third_s2_9_4,junction_second_s2_9_4,junction_third_s2_9_4,0.14,332,PVC
P_building_s2_9_4_1,junction_third_s2_9_4_1,Building_5287,0.09,239,PVC
P_building_s2_9_4_2,junction_third_s2_9_4_2,Building_5288,0.1,204,PVC
