Building,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
B4641,0.398,0.637,0.638,0.684,0.7,0.7,0.603,0.699,0.7,0.7,0.578,0.389,0.38,0.255,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.257,0.235,0.386
B4642,0.373,0.618,0.58,0.589,0.7,0.7,0.7,0.7,0.7,0.674,0.45,0.482,0.448,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.298,0.445
B4643,0.349,0.594,0.7,0.642,0.7,0.7,0.7,0.571,0.691,0.547,0.441,0.608,0.37,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.337,0.474
B4644,0.403,0.432,0.536,0.7,0.7,0.7,0.672,0.6,0.691,0.7,0.57,0.427,0.321,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.288,0.528
B4645,0.349,0.447,0.534,0.531,0.7,0.7,0.7,0.653,0.641,0.7,0.416,0.415,0.455,0.228,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.221,0.34,0.398
B4646,0.423,0.369,0.581,0.556,0.7,0.7,0.7,0.7,0.617,0.641,0.564,0.572,0.387,0.264,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.287,0.448
B4647,0.402,0.404,0.672,0.7,0.7,0.7,0.7,0.619,0.7,0.7,0.433,0.546,0.437,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.319,0.336
B4648,0.359,0.612,0.512,0.659,0.612,0.7,0.7,0.7,0.68,0.653,0.446,0.316,0.345,0.268,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.32,0.425
B4649,0.386,0.559,0.42,0.7,0.7,0.7,0.673,0.622,0.655,0.599,0.653,0.432,0.333,0.308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.203,0.506
B4650,0.424,0.396,0.7,0.609,0.7,0.7,0.7,0.7,0.7,0.576,0.552,0.511,0.247,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.353,0.434
B4651,0.525,0.413,0.7,0.672,0.658,0.633,0.679,0.655,0.7,0.678,0.7,0.591,0.419,0.285,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.379,0.465
B4652,0.411,0.625,0.551,0.7,0.7,0.7,0.7,0.7,0.7,0.491,0.591,0.549,0.284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.225,0.288,0.444
B4653,0.425,0.445,0.503,0.7,0.655,0.6,0.7,0.7,0.616,0.648,0.469,0.57,0.272,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.244,0.279,0.455
B4654,0.374,0.499,0.7,0.7,0.649,0.7,0.7,0.7,0.7,0.7,0.512,0.461,0.256,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.275,0.328
B4655,0.41,0.61,0.7,0.694,0.693,0.7,0.7,0.7,0.629,0.651,0.526,0.358,0.279,0.2,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.352
B4656,0.359,0.429,0.476,0.559,0.7,0.7,0.7,0.7,0.628,0.638,0.435,0.414,0.372,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.29,0.335
B4657,0.399,0.426,0.659,0.7,0.7,0.7,0.697,0.7,0.7,0.479,0.693,0.472,0.394,0.253,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.322,0.371
B4658,0.521,0.398,0.637,0.7,0.682,0.7,0.7,0.7,0.7,0.7,0.567,0.382,0.33,0.288,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.411
B4659,0.521,0.395,0.525,0.592,0.7,0.7,0.636,0.7,0.692,0.498,0.415,0.404,0.367,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.276,0.337
B4660,0.484,0.495,0.471,0.581,0.7,0.631,0.7,0.7,0.63,0.563,0.531,0.369,0.453,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.347,0.302
B4661,0.462,0.483,0.512,0.7,0.604,0.643,0.7,0.7,0.7,0.659,0.461,0.428,0.306,0.259,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.262,0.428
B4662,0.318,0.434,0.647,0.7,0.7,0.7,0.659,0.7,0.668,0.592,0.563,0.513,0.308,0.281,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.382
B4663,0.344,0.665,0.7,0.7,0.655,0.7,0.7,0.7,0.564,0.552,0.571,0.55,0.37,0.328,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.265,0.48
B4664,0.368,0.467,0.524,0.7,0.7,0.7,0.694,0.635,0.531,0.7,0.564,0.435,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.275,0.474
B4665,0.377,0.524,0.572,0.7,0.7,0.616,0.7,0.7,0.658,0.632,0.558,0.477,0.373,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.486
B4666,0.288,0.534,0.626,0.614,0.7,0.7,0.692,0.614,0.562,0.7,0.648,0.547,0.337,0.321,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.272,0.461
B4667,0.329,0.652,0.7,0.586,0.7,0.594,0.61,0.682,0.61,0.7,0.52,0.509,0.419,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.295,0.338
B4668,0.39,0.486,0.7,0.507,0.671,0.7,0.7,0.7,0.7,0.543,0.637,0.368,0.377,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.321,0.443
B4669,0.31,0.621,0.489,0.7,0.668,0.7,0.7,0.7,0.581,0.7,0.624,0.562,0.256,0.329,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.414
B4670,0.334,0.455,0.7,0.568,0.677,0.7,0.7,0.692,0.7,0.7,0.57,0.498,0.383,0.313,0.22,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.257,0.303
B4671,0.443,0.375,0.515,0.637,0.7,0.63,0.7,0.7,0.559,0.7,0.455,0.419,0.273,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.273,0.398
B4672,0.403,0.417,0.582,0.7,0.582,0.7,0.7,0.7,0.7,0.589,0.493,0.546,0.246,0.219,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.355,0.297
B4673,0.345,0.611,0.695,0.7,0.7,0.7,0.673,0.652,0.543,0.592,0.61,0.38,0.391,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.247,0.381
B4674,0.416,0.451,0.684,0.491,0.552,0.7,0.7,0.591,0.7,0.669,0.612,0.374,0.36,0.277,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.295,0.273
B4675,0.294,0.566,0.667,0.639,0.676,0.7,0.693,0.7,0.65,0.685,0.465,0.36,0.26,0.214,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.275,0.334
B4676,0.391,0.515,0.7,0.55,0.677,0.7,0.7,0.7,0.7,0.623,0.449,0.535,0.345,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.265,0.495
B4677,0.416,0.588,0.638,0.7,0.7,0.7,0.7,0.698,0.7,0.513,0.558,0.338,0.321,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.475
B4678,0.357,0.449,0.456,0.7,0.665,0.686,0.7,0.675,0.7,0.565,0.556,0.378,0.32,0.262,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.346,0.374
B4679,0.363,0.624,0.502,0.7,0.7,0.7,0.7,0.681,0.615,0.692,0.493,0.376,0.45,0.234,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.202,0.294,0.346
B4680,0.437,0.343,0.607,0.526,0.7,0.7,0.7,0.659,0.7,0.7,0.7,0.476,0.319,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.255,0.416
B4681,0.458,0.567,0.7,0.68,0.7,0.626,0.683,0.7,0.7,0.7,0.538,0.523,0.404,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.363
B4682,0.34,0.57,0.667,0.627,0.611,0.7,0.7,0.7,0.7,0.504,0.683,0.499,0.446,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.245,0.469
B4683,0.41,0.47,0.683,0.7,0.7,0.7,0.598,0.589,0.7,0.588,0.603,0.553,0.377,0.322,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.232,0.386
B4684,0.332,0.607,0.633,0.687,0.595,0.7,0.7,0.7,0.7,0.507,0.591,0.476,0.444,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.331,0.475
B4685,0.313,0.618,0.559,0.7,0.7,0.7,0.7,0.7,0.7,0.633,0.453,0.501,0.361,0.2,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.354,0.365
B4686,0.447,0.47,0.659,0.7,0.7,0.7,0.7,0.7,0.7,0.616,0.655,0.523,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.244,0.327
B4687,0.407,0.352,0.597,0.581,0.7,0.7,0.7,0.7,0.7,0.526,0.629,0.583,0.371,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.308,0.515
B4688,0.354,0.552,0.536,0.7,0.7,0.7,0.684,0.7,0.7,0.481,0.497,0.372,0.296,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.264,0.466
B4689,0.393,0.639,0.687,0.661,0.7,0.7,0.7,0.7,0.7,0.583,0.506,0.393,0.372,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.306,0.372
B4690,0.42,0.487,0.677,0.7,0.634,0.7,0.648,0.7,0.588,0.7,0.523,0.442,0.279,0.335,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.274,0.438
B4691,0.394,0.48,0.504,0.697,0.7,0.7,0.7,0.652,0.643,0.697,0.649,0.394,0.376,0.261,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.256,0.442
B4692,0.352,0.363,0.681,0.649,0.7,0.7,0.7,0.7,0.687,0.7,0.432,0.492,0.433,0.308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238,0.313,0.367
B4693,0.33,0.514,0.671,0.683,0.7,0.621,0.7,0.7,0.516,0.47,0.529,0.367,0.433,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.314,0.493
B4694,0.295,0.411,0.583,0.7,0.681,0.7,0.644,0.7,0.7,0.463,0.696,0.463,0.431,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.254,0.38,0.429
B4695,0.449,0.586,0.674,0.691,0.581,0.7,0.7,0.68,0.7,0.575,0.534,0.442,0.275,0.261,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.365,0.382
B4696,0.304,0.592,0.575,0.595,0.63,0.641,0.684,0.7,0.7,0.571,0.651,0.462,0.354,0.304,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.439
B4697,0.443,0.635,0.7,0.7,0.7,0.7,0.7,0.693,0.576,0.546,0.576,0.408,0.359,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.223,0.205,0.341
B4698,0.376,0.502,0.464,0.502,0.63,0.656,0.591,0.668,0.7,0.628,0.383,0.397,0.47,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.298,0.474
B4699,0.444,0.573,0.646,0.545,0.7,0.7,0.7,0.7,0.7,0.7,0.512,0.418,0.36,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.312,0.412
B4700,0.524,0.386,0.542,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.446,0.422,0.405,0.284,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.211,0.223,0.364
B4701,0.365,0.487,0.591,0.618,0.601,0.586,0.7,0.7,0.7,0.691,0.562,0.409,0.268,0.306,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26,0.305,0.484
B4702,0.43,0.626,0.556,0.663,0.7,0.608,0.7,0.7,0.679,0.672,0.636,0.496,0.359,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.269,0.324,0.356
B4703,0.315,0.445,0.7,0.7,0.7,0.7,0.624,0.7,0.7,0.7,0.43,0.522,0.341,0.211,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.395,0.507
B4704,0.456,0.46,0.441,0.638,0.7,0.7,0.651,0.64,0.7,0.591,0.523,0.422,0.366,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.317,0.313
B4705,0.39,0.6,0.576,0.625,0.7,0.7,0.7,0.604,0.7,0.675,0.7,0.541,0.297,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.323,0.471
B4706,0.402,0.347,0.646,0.7,0.7,0.7,0.68,0.7,0.7,0.629,0.497,0.456,0.304,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.309,0.328
B4707,0.377,0.586,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.504,0.501,0.341,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.46
B4708,0.361,0.357,0.675,0.7,0.693,0.7,0.654,0.7,0.699,0.7,0.661,0.346,0.449,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.276,0.338
B4709,0.341,0.405,0.679,0.7,0.686,0.7,0.7,0.7,0.682,0.7,0.669,0.577,0.446,0.278,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.322,0.388
B4710,0.335,0.561,0.604,0.7,0.7,0.7,0.7,0.7,0.7,0.649,0.596,0.426,0.374,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.268,0.386,0.477
B4711,0.318,0.597,0.58,0.581,0.547,0.627,0.7,0.7,0.513,0.7,0.459,0.359,0.366,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.272,0.31,0.373
B4712,0.439,0.418,0.428,0.613,0.609,0.7,0.7,0.7,0.7,0.628,0.53,0.387,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275,0.442
B4713,0.347,0.44,0.441,0.656,0.679,0.7,0.7,0.7,0.54,0.69,0.418,0.523,0.356,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.229,0.478
B4714,0.451,0.44,0.7,0.7,0.684,0.7,0.7,0.7,0.7,0.572,0.591,0.478,0.384,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.46
B4715,0.435,0.559,0.602,0.655,0.644,0.7,0.7,0.7,0.66,0.7,0.643,0.47,0.356,0.239,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.256,0.311,0.381
B4716,0.459,0.491,0.516,0.698,0.677,0.567,0.7,0.7,0.549,0.7,0.546,0.479,0.326,0.226,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.355,0.36
B4717,0.367,0.457,0.465,0.662,0.7,0.7,0.7,0.7,0.7,0.548,0.643,0.332,0.455,0.322,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.326,0.359
B4718,0.387,0.376,0.554,0.564,0.664,0.622,0.7,0.6,0.7,0.7,0.532,0.568,0.411,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.293,0.488
B4719,0.301,0.572,0.688,0.7,0.565,0.7,0.667,0.609,0.7,0.529,0.445,0.491,0.303,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.305,0.413
B4720,0.488,0.451,0.576,0.681,0.7,0.668,0.561,0.7,0.7,0.7,0.501,0.408,0.361,0.205,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.213,0.318,0.431
B4721,0.424,0.462,0.686,0.63,0.7,0.7,0.7,0.7,0.7,0.7,0.435,0.438,0.283,0.293,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.35
B4722,0.441,0.414,0.541,0.573,0.586,0.599,0.7,0.7,0.7,0.535,0.575,0.351,0.364,0.267,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.269,0.28
B4723,0.423,0.555,0.7,0.557,0.7,0.7,0.7,0.7,0.693,0.5,0.7,0.362,0.316,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.295,0.284
B4724,0.407,0.675,0.685,0.7,0.575,0.7,0.607,0.7,0.678,0.656,0.615,0.499,0.292,0.236,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.358,0.27
B4725,0.444,0.415,0.484,0.638,0.559,0.7,0.7,0.67,0.7,0.7,0.7,0.468,0.309,0.287,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.28,0.371
B4726,0.28,0.404,0.573,0.7,0.68,0.7,0.7,0.7,0.535,0.7,0.42,0.329,0.332,0.228,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.362
B4727,0.395,0.459,0.7,0.675,0.7,0.644,0.7,0.7,0.7,0.547,0.638,0.498,0.453,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.388
B4728,0.446,0.414,0.491,0.616,0.7,0.7,0.7,0.649,0.7,0.7,0.679,0.463,0.282,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.332,0.474
B4729,0.44,0.623,0.578,0.7,0.587,0.7,0.7,0.7,0.631,0.645,0.663,0.431,0.377,0.231,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.307,0.517
B4730,0.344,0.61,0.527,0.7,0.7,0.677,0.591,0.7,0.7,0.653,0.467,0.534,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.228,0.397
B4731,0.429,0.497,0.542,0.575,0.7,0.7,0.7,0.7,0.557,0.578,0.475,0.297,0.335,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.329,0.343
B4732,0.507,0.595,0.567,0.7,0.552,0.7,0.7,0.7,0.534,0.659,0.465,0.575,0.318,0.311,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.373,0.427
B4733,0.359,0.483,0.7,0.7,0.618,0.7,0.621,0.7,0.7,0.7,0.389,0.496,0.457,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.258,0.354
B4734,0.412,0.559,0.524,0.572,0.7,0.574,0.7,0.664,0.7,0.7,0.648,0.356,0.449,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.242,0.314,0.504
B4735,0.403,0.514,0.57,0.7,0.612,0.604,0.7,0.7,0.611,0.7,0.7,0.319,0.348,0.229,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.31,0.424
B4736,0.381,0.372,0.7,0.666,0.7,0.7,0.645,0.7,0.648,0.502,0.539,0.515,0.466,0.274,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.346,0.452
B4737,0.327,0.49,0.569,0.7,0.65,0.698,0.7,0.7,0.7,0.7,0.611,0.505,0.289,0.332,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.202,0.286,0.37
B4738,0.43,0.436,0.65,0.7,0.694,0.7,0.7,0.7,0.7,0.7,0.457,0.494,0.358,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.248,0.291
B4739,0.366,0.425,0.7,0.7,0.7,0.7,0.628,0.7,0.663,0.683,0.592,0.346,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.495
B4740,0.368,0.607,0.7,0.7,0.7,0.65,0.7,0.7,0.7,0.691,0.428,0.369,0.468,0.291,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.36,0.468
B4741,0.405,0.355,0.618,0.7,0.7,0.7,0.601,0.611,0.7,0.7,0.465,0.535,0.367,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.279,0.488
B4742,0.322,0.628,0.7,0.533,0.7,0.7,0.7,0.578,0.7,0.7,0.595,0.484,0.401,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.313,0.503
B4743,0.409,0.546,0.548,0.7,0.7,0.7,0.7,0.7,0.691,0.659,0.587,0.428,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.221,0.258,0.414
B4744,0.33,0.47,0.471,0.596,0.7,0.7,0.7,0.7,0.7,0.7,0.418,0.53,0.325,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.36,0.496
B4745,0.357,0.586,0.527,0.656,0.641,0.7,0.678,0.7,0.549,0.617,0.398,0.465,0.338,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.326,0.346
B4746,0.426,0.401,0.685,0.683,0.7,0.611,0.7,0.618,0.7,0.507,0.513,0.503,0.289,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.326,0.437
B4747,0.36,0.6,0.638,0.559,0.7,0.7,0.7,0.66,0.604,0.594,0.432,0.489,0.373,0.228,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.394
B4748,0.452,0.524,0.7,0.514,0.7,0.7,0.7,0.7,0.563,0.7,0.536,0.421,0.382,0.202,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.302
B4749,0.396,0.387,0.526,0.554,0.68,0.7,0.7,0.7,0.7,0.7,0.546,0.552,0.331,0.256,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.329,0.517
B4750,0.432,0.55,0.491,0.7,0.7,0.601,0.7,0.7,0.573,0.7,0.634,0.374,0.309,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.335,0.425
B4751,0.319,0.522,0.647,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.529,0.494,0.317,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.342,0.448
B4752,0.408,0.585,0.696,0.7,0.7,0.7,0.7,0.628,0.597,0.64,0.489,0.342,0.388,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.257,0.369,0.348
B4753,0.313,0.59,0.694,0.536,0.674,0.571,0.7,0.7,0.593,0.533,0.436,0.381,0.45,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.291,0.377
B4754,0.464,0.394,0.56,0.604,0.7,0.7,0.7,0.7,0.605,0.7,0.451,0.558,0.386,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.241,0.386
B4755,0.377,0.437,0.7,0.689,0.7,0.671,0.7,0.7,0.7,0.7,0.611,0.483,0.313,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.202,0.315,0.328
B4756,0.323,0.516,0.638,0.7,0.636,0.7,0.7,0.7,0.586,0.7,0.505,0.435,0.321,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.241,0.2,0.394
B4757,0.323,0.499,0.569,0.562,0.7,0.7,0.655,0.7,0.7,0.674,0.598,0.551,0.252,0.304,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.26,0.436
B4758,0.475,0.585,0.619,0.591,0.7,0.7,0.7,0.7,0.67,0.7,0.39,0.504,0.297,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.245,0.422
B4759,0.449,0.57,0.439,0.573,0.7,0.7,0.7,0.7,0.584,0.7,0.64,0.356,0.349,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.252,0.346,0.353
B4760,0.48,0.379,0.7,0.684,0.7,0.7,0.654,0.7,0.7,0.641,0.622,0.472,0.401,0.345,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.232,0.385,0.342
B4761,0.508,0.63,0.656,0.626,0.607,0.646,0.7,0.7,0.688,0.7,0.636,0.452,0.319,0.209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.21,0.391
B4762,0.437,0.59,0.7,0.7,0.7,0.7,0.7,0.615,0.7,0.7,0.674,0.361,0.39,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.32,0.445
B4763,0.441,0.393,0.53,0.548,0.7,0.681,0.7,0.657,0.7,0.672,0.666,0.492,0.309,0.242,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.2,0.37
B4764,0.388,0.51,0.555,0.7,0.554,0.7,0.7,0.605,0.7,0.7,0.606,0.469,0.459,0.243,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.29,0.325
B4765,0.323,0.479,0.627,0.622,0.7,0.7,0.666,0.575,0.609,0.689,0.7,0.413,0.352,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.316,0.315
B4766,0.504,0.61,0.552,0.7,0.7,0.7,0.656,0.7,0.69,0.479,0.621,0.521,0.274,0.236,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.444
B4767,0.337,0.439,0.572,0.7,0.7,0.7,0.7,0.67,0.7,0.63,0.552,0.365,0.427,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.261,0.344
B4768,0.353,0.599,0.517,0.7,0.7,0.7,0.7,0.7,0.677,0.602,0.558,0.475,0.362,0.279,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.296
B4769,0.401,0.654,0.517,0.493,0.7,0.7,0.7,0.555,0.7,0.563,0.49,0.604,0.457,0.334,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.429
B4770,0.421,0.536,0.57,0.7,0.7,0.7,0.7,0.643,0.7,0.511,0.539,0.367,0.369,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.269,0.436
B4771,0.397,0.522,0.472,0.7,0.7,0.7,0.696,0.7,0.7,0.7,0.631,0.428,0.387,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.265,0.431
B4772,0.457,0.587,0.63,0.696,0.7,0.694,0.7,0.677,0.7,0.7,0.558,0.586,0.414,0.282,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.367,0.357
B4773,0.383,0.577,0.604,0.7,0.7,0.7,0.7,0.7,0.611,0.601,0.632,0.44,0.312,0.271,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.333,0.405
B4774,0.436,0.434,0.484,0.7,0.7,0.685,0.622,0.7,0.7,0.653,0.661,0.494,0.367,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.213,0.411
B4775,0.417,0.593,0.611,0.7,0.679,0.7,0.7,0.7,0.7,0.52,0.475,0.486,0.303,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.2,0.405
B4776,0.51,0.503,0.613,0.639,0.588,0.7,0.605,0.7,0.7,0.489,0.693,0.543,0.385,0.241,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.231,0.466
B4777,0.353,0.376,0.619,0.7,0.7,0.7,0.7,0.7,0.658,0.7,0.665,0.492,0.346,0.217,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.291,0.361
B4778,0.33,0.439,0.697,0.7,0.7,0.647,0.7,0.66,0.7,0.697,0.388,0.462,0.353,0.31,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.287,0.436
